end_date,intrinsic,trigger
2021-12-12,Correction of historical gas price data; short-term prediction of gas price decline (15-20%) from current national average.,
2021-12-19,Long-standing US crude oil export ban (1975). Expected long-term shift to sustainable energy. Short-term gasoline price fluctuations from seasonal demand and ongoing pandemic disruptions.,
2021-12-26,"U.S. gasoline prices varied across regions, with high prices on the west coast due to ongoing crude oil supply issues to refineries.",
2022-01-02,"National average retail gasoline price increased slightly; however, US gasoline prices declined for seven consecutive weeks, with a two-cent decrease in the last week.",
2022-01-09,National average retail gasoline price increased; short-term predictions indicate continued price rises due to strong demand and elevated crude oil prices.,
2022-01-16,National average retail regular gasoline price increased to $3.306/gallon. EIA expects gasoline and diesel prices to fall in 2022/2023 due to slower demand and increased crude oil production.,
2022-01-23,"National average retail gasoline price increased to $3.323/gallon. US crude oil price approached $90/barrel, contributing to higher gasoline prices.",
2022-01-30,"National average retail regular gasoline price increased this week, continuing a trend of rising prices since 2020 due to economic reopening, increased demand, and ongoing supply constraints.",
2022-02-06,"National average retail regular gasoline price increased to $3.444 per gallon, $0.076 above last week.","Crude oil prices fell, but gasoline prices did not decrease as expected, indicating an unexpected market dynamic."
2022-02-13,National average retail gasoline price increased; U.S. crude oil production reached a record high; continued gasoline price increases expected due to market tightness.,Ongoing energy crisis in Europe contributing to high oil and gas prices.
2022-02-20,"National average retail gasoline price increased to $3.530/gallon; Brent crude oil prices hit $95/barrel, driving gasoline price increases due to rising demand.",
2022-02-27,"National average retail regular gasoline price increased to $3.608 per gallon, $0.078 above last week's price.","Oil prices surging toward $100 a barrel, driven by geopolitical tensions involving Russia."
2022-03-06,"National average retail gasoline prices increased significantly, exceeding $4.00 per gallon, up from last week and year ago.","Ongoing conflict in Ukraine disrupted global oil supplies, contributing to rising prices."
2022-03-13,"National average retail regular gasoline price increased to $4.315 per gallon, the highest price since July 2008.",Calls to ban Russian oil imports.
2022-03-20,"National average retail gasoline price decreased to $4.239/gallon. EIA expects crude oil prices to exceed $100/barrel, increasing retail gasoline prices.",
2022-03-27,National average retail regular gasoline price decreased; U.S. on-highway retail diesel fuel price increased 29% over three weeks.,"Conflict in Ukraine disrupted global energy markets, contributing to an energy crisis."
2022-04-03,"National average retail regular gasoline price decreased to $4.170 per gallon, $0.061 below last week's price. The United States is the largest oil producer and consumer globally.",
2022-04-10,"National average gasoline price decreased to $4.091/gallon, $0.079 below last week. Crude oil price around $96.23/barrel, above pre-invasion levels. Short-term gasoline prices expected to remain volatile, potentially decreasing slightly.",Gasoline price volatility influenced by the ongoing sale of emergency oil from the Strategic Petroleum Reserve (SPR).
2022-04-17,National average retail regular gasoline price decreased to $4.066/gallon; high crude oil prices continue to drive high U.S. motor gasoline prices.,
2022-04-24,"Gasoline prices increased, reaching a new all-time high of $4.107/gallon. Expected to continue rising due to summer driving demand and ongoing supply constraints.",Exogenous global oil market conditions drove gasoline prices to record levels.
2022-05-01,"National average retail gasoline price increased to $4.182, up $0.075 from last week. Price increase driven by tight supply, strong demand, and higher crude oil prices. Market dynamics include refinery adjustments and seasonal demand.",
2022-05-08,Retail gasoline prices increased; ongoing crude oil price increases; decreased motor gasoline inventories.,EU signaled desire to sanction Russian oil.
2022-05-15,"National average retail gasoline price increased, hitting a new record of $4.374/gallon, driven by supply/demand imbalance and decreased inventories.",
2022-05-22,"National average retail regular gasoline price increased, driven by current supply and demand imbalance.",US House of Representatives passed a bill aimed at combating gasoline 'price gouging' by oil companies.
2022-05-29,"National average retail gasoline price increased; US gasoline demand outpaced production, reducing inventories.",
2022-06-05,"National average retail gasoline price increased to $4.876/gallon, driven by ongoing supply/demand imbalance, crude oil prices, and geopolitical tensions.",
2022-06-12,Gasoline price increased to $5.006/gallon; crude oil price reached $120/barrel; global refining capacity shrunk; prices predicted to continue rising.,
2022-06-19,"Gasoline price reported at $5.006/gallon on 6/13/22. US is a major oil producer. Prices expected to remain high due to supply constraints, refining capacity, and lack of new refineries.",
2022-06-26,"Factual reporting of gasoline prices in NYH ($3.966/gallon) and average gas price in Georgia. Predictions based on increased gasoline production, refinery capacity utilization, and potential decrease in demand.",
2022-07-03,"National average retail regular gasoline price decreased to $4.771 per gallon, $0.101 below last week. Ongoing global supply-demand issues and refining constraints persist.",
2022-07-10,"National average retail regular gasoline price decreased to $4.646 per gallon, $0.125 below last week's price.",U.S. exported over 5 million barrels of oil from emergency reserves to Europe and Asia despite high domestic gasoline prices.
2022-07-17,"National average retail gasoline price decreased to $4.490 per gallon, down from last week and a month ago, but still higher than a year ago.",
2022-07-24,National average retail regular gasoline price decreased to $4.330 per gallon; most common price was $3.99. Short-term prices expected to continue falling or stabilize.,
2022-07-31,"National average retail gasoline price decreased to $4.192 per gallon, $0.138 below last week's price.",Strategic Petroleum Reserve release aimed to address rising energy prices and mitigate an oil production shortfall.
